StudentAccount,CourseId,Time
HOUSTO8,2143,3258
HOUSTO8,3052,2315
HOUSTO8,7404,1991
HOUSTO8,4506,361
HOUSTO8,5485,1415
HOUSTO8,4843,1013
HOUSTO8,8221,2073
HOUSTO8,1848,2014
HOUSTO8,2525,2165
HOUSTO8,4744,3257
HOUSTO8,6823,640
HOUSTO8,4834,814
HOUSTO8,8303,2788
HOUSTO8,5804,1939
HOUSTO8,8934,2421
HOUSTO8,5732,2122
HOUSTO8,9978,2506
HOUSTO8,7037,964
HOUSTO8,6553,2213
HOUSTO8,5237,1160
HOUSTO8,3046,3249
HOUSTO8,7213,1663
HOUSTO8,3668,252
HOUSTO8,8780,1928
HOUSTO8,4695,122
HOUSTO8,3064,876
HOUSTO8,1741,865
HOUSTO8,3462,1779
HOUSTO8,5724,738
HOUSTO8,7818,835
HOUSTO8,2970,1446
HOUSTO8,4813,317
HOUSTO8,5981,1220
HOUSTO8,9147,1834
HOUSTO8,7632,2721
HOUSTO8,9291,1875
JAIM9188,3191,2860
JAIM9188,9118,1114
JAIM9188,2310,2226
JAIM9188,1145,3363
JAIM9188,1819,1110
JAIM9188,7139,1082
JAIM9188,2036,2466
JAIM9188,5365,20
JAIM9188,8686,956
JAIM9188,4835,2496
JAIM9188,8622,1457
JAIM9188,1063,153
JAIM9188,6910,1293
JAIM9188,7288,2747
JAIM9188,7830,3537
JAIM9188,3288,1018
JAIM9188,9483,2689
JAIM9188,5269,659
JAIM9188,3613,3391
JAIM9188,4276,886
JAIM9188,9141,1020
JAIM9188,1414,2615
JAIM9188,3006,1230
JAIM9188,3086,985
JAIM9188,3513,1466
JAIM9188,4157,3228
JAIM9188,4850,1302
JAIM9188,1247,2220
JAIM9188,4604,927
JAIM9188,9595,1628
JAIM9188,4309,1648
JAIM9188,9011,985
JAIM9188,6595,976
JAIM9188,8926,1260
JAIM9188,9021,1913
JAIM9188,4197,57
JAIM9188,2820,1004
JAIM9188,8036,2481
JAIM9188,2967,326
JAIM9188,7752,590
JAIM9188,1682,2203
JAIM9188,4546,3583
JAIM9188,2242,2366
JAIM9188,8338,713
JAIM9188,2648,56
JAIM9188,1895,1343
JAIM9188,5591,3044
JAIM9188,4053,2531
JAIM9188,9336,1306
JAIM9188,5720,2700
JAIM9188,3886,1696
JAIM9188,3972,2062
JAIM9188,3212,1843
JAIM9188,3645,2096
JAIM9188,9794,2686
JAIM9188,1276,2618
JAIM9188,9039,1168
JAIM9188,8109,685
JAIM9188,2254,1182
JAIM9188,9800,1230
JAIM9188,8117,1095
JAIM9188,8195,2457
JAIM9188,5524,1218
JAIM9188,9444,2096
JAIM9188,9394,1404
JAIM9188,8516,2171
JAIM9188,2399,812
JAIM9188,2598,2097
JAIM9188,9924,582
JAIM9188,5310,2508
JAIM9188,6088,3564
JAIM9188,5913,1291
JAIM9188,2375,249
JAIM9188,8149,315
JAIM9188,2623,1475
JAIM9188,1071,3384
JAIM9188,7468,2270
JAIM9188,8120,2898
JAIM9188,2085,2567
JAIM9188,9054,2323
JAIM9188,6282,3488
JAIM9188,8791,1938
JAIM9188,8698,2101
JAIM9188,1458,2533
JAIM9188,4939,3379
JAIM9188,8492,592
JAIM9188,2325,2318
JAIM9188,8307,1139
JAIM9188,3061,3244
JAIM9188,1856,2229
JAIM9188,7760,1538
JAIM9188,5382,2133
JAIM9188,2534,1313
JAIM9188,9700,1404
JAIM9188,9518,889
JAIM9188,6024,1634
JAIM9188,3626,3176
JAIM9188,8167,1188
JAIM9188,7707,876
JAIM9188,9367,2329
JAIM9188,1553,825
JAIM9188,7379,910
JAIM9188,2668,1777
JAIM9188,7451,1507
JAIM9188,8351,2241
JAIM9188,1635,3059
JAIM9188,1643,401
JAIM9188,1934,1608
JAIM9188,3084,2423
JAIM9188,2925,1825
JAIM9188,6169,2766
JAIM9188,3379,2122
JAIM9188,7655,3307
JAIM9188,6675,2789
JAIM9188,2065,2384
JAIM9188,5437,2628
JAIM9188,6182,1655
JAIM9188,1259,1487
JAIM9188,2792,2032
JAIM9188,5123,1300
JAIM9188,2330,135
JAIM9188,8277,311
JAIM9188,8402,2536
JAIM9188,1578,197
JAIM9188,2178,2880
JAIM9188,4020,1828
JAIM9188,8499,3505
JAIM9188,8623,1193
JAIM9188,7539,1091
JAIM9188,8967,2124
JAIM9188,6327,1660
JAIM9188,4817,652
JAIM9188,2143,1661
JAIM9188,3052,1907
JAIM9188,7404,205
JAIM9188,4506,2818
JAIM9188,5485,3458
JAIM9188,4843,3333
JAIM9188,8221,506
JAIM9188,1848,3354
JAIM9188,2525,3452
JAIM9188,4744,747
JAIM9188,6823,2124
JAIM9188,4834,1463
JAIM9188,8303,2940
JAIM9188,5804,2650
JAIM9188,8934,2216
JAIM9188,5732,1152
JAIM9188,9978,1611
JAIM9188,7037,1726
JAIM9188,6553,1133
JAIM9188,5237,3252
JAIM9188,3046,1751
JAIM9188,7213,947
JAIM9188,3668,2961
JAIM9188,8780,2076
JAIM9188,4695,2098
JAIM9188,3064,2946
JAIM9188,1741,161
JAIM9188,3462,651
JAIM9188,5724,2980
JAIM9188,7818,1875
JAIM9188,2970,2476
JAIM9188,4813,3407
JAIM9188,5981,101
JAIM9188,9147,2177
JAIM9188,7632,1173
JAIM9188,9291,2451
JARO2948,3191,632
JARO2948,9118,2053
JARO2948,2310,261
JARO2948,1145,2137
JARO2948,1819,24
JARO2948,7139,2028
JARO2948,2036,2118
JARO2948,5365,3233
JARO2948,8686,1810
JARO2948,4835,3440
JARO2948,8622,2334
JARO2948,1063,2837
JARO2948,6910,2565
JARO2948,7288,2115
JARO2948,7830,1839
JARO2948,3288,3533
JARO2948,9483,2704
JARO2948,5269,3362
JARO2948,3613,381
JARO2948,4276,2260
JARO2948,9141,1838
JARO2948,1414,623
JARO2948,3006,1398
JARO2948,3086,50
JARO2948,3513,632
JARO2948,4157,1975
JARO2948,4850,754
JARO2948,1247,2752
JARO2948,4604,531
JARO2948,9595,687
JARO2948,4309,2750
JARO2948,9011,2749
JARO2948,6595,709
JARO2948,8926,763
JARO2948,9021,2031
JARO2948,4197,2093
JARO2948,2820,2933
JARO2948,8036,41
JARO2948,2967,3320
JARO2948,7752,415
JARO2948,1682,3473
JARO2948,4546,2512
JARO2948,2242,2681
JARO2948,8338,3573
JARO2948,2648,141
JARO2948,1895,667
JARO2948,5591,198
JARO2948,4053,1762
JARO2948,9336,3112
JARO2948,5720,3330
JARO2948,3886,1559
JARO2948,3972,406
JARO2948,3212,2104
JARO2948,3645,1606
JARO2948,9794,1513
JARO2948,1276,1661
JARO2948,9039,1076
JARO2948,8109,1088
JARO2948,2254,1500
JARO2948,9800,2807
JARO2948,8117,613
JARO2948,8195,3126
JARO2948,5524,3255
JARO2948,9444,1393
JARO2948,9394,2277
JARO2948,8516,2210
JARO2948,2399,2601
JARO2948,2598,2663
JARO2948,9924,749
JARO2948,5310,1247
JARO2948,6088,137
JARO2948,5913,30
JARO2948,2375,1281
JARO2948,8149,858
JARO2948,2623,680
JARO2948,1071,3527
JARO2948,7468,73
JARO2948,8120,3536
JARO2948,2085,120
JARO2948,9054,1286
JARO2948,6282,1881
JARO2948,8791,2737
JARO2948,8698,1834
JARO2948,1458,343
JARO2948,4939,17
JARO2948,8492,582
JARO2948,2325,3283
JARO2948,8307,1826
JARO2948,3061,1914
JARO2948,1856,694
JARO2948,7760,3487
JARO2948,5382,3517
JARO2948,2534,1841
JARO2948,9700,1512
JARO2948,9518,1881
JARO2948,6024,3230
JARO2948,3626,1863
JARO2948,8167,3130
JARO2948,7707,2366
JARO2948,9367,2287
JARO2948,1553,104
JARO2948,7379,1107
JARO2948,2668,2242
JARO2948,7451,1128
JARO2948,8351,3309
JARO2948,1635,628
JARO2948,1643,3124
JARO2948,1934,198
JARO2948,3084,1723
JARO2948,2925,24
JARO2948,6169,2525
JARO2948,3379,2373
JARO2948,7655,3145
JARO2948,6675,1446
JARO2948,2065,421
JARO2948,5437,2839
JARO2948,6182,2950
JARO2948,1259,2775
JARO2948,2792,2419
JARO2948,5123,1751
JARO2948,2330,601
JARO2948,8277,2221
JARO2948,8402,1433
JARO2948,1578,523
JARO2948,2178,1433
JARO2948,4020,451
JARO2948,8499,283
JARO2948,8623,3550
JARO2948,7539,1823
JARO2948,8967,2522
JARO2948,6327,1290
JARO2948,4817,3268
JARO2948,2143,73
JARO2948,3052,2048
JARO2948,7404,630
JARO2948,4506,3018
JARO2948,5485,1652
JARO2948,4843,2354
JARO2948,8221,2683
JARO2948,1848,405
JARO2948,2525,1017
JARO2948,4744,972
JARO2948,6823,1448
JARO2948,4834,2519
JARO2948,8303,2599
JARO2948,5804,105
JARO2948,8934,3112
JARO2948,5732,1561
JARO2948,9978,938
JARO2948,7037,1367
JARO2948,6553,683
JARO2948,5237,329
JARO2948,3046,890
JARO2948,7213,2545
JARO2948,3668,2366
JARO2948,8780,2022
JARO2948,4695,588
JARO2948,3064,2708
JARO2948,1741,2042
JARO2948,3462,1448
JARO2948,5724,371
JARO2948,7818,433
JARO2948,2970,3420
JARO2948,4813,196
JARO2948,5981,617
JARO2948,9147,294
JARO2948,7632,1957
JARO2948,9291,741
JAVIE73396,3191,1163
JAVIE73396,9118,811
JAVIE73396,2310,3090
JAVIE73396,1145,1922
JAVIE73396,1819,2870
JAVIE73396,7139,343
JAVIE73396,2036,1503
JAVIE73396,5365,351
JAVIE73396,8686,1556
JAVIE73396,4835,2864
JAVIE73396,8622,639
JAVIE73396,1063,772
JAVIE73396,6910,1845
JAVIE73396,7288,2194
JAVIE73396,7830,2092
JAVIE73396,3288,53
JAVIE73396,9483,1431
JAVIE73396,5269,2564
JAVIE73396,3613,2287
JAVIE73396,4276,416
JAVIE73396,9141,1808
JAVIE73396,1414,2162
JAVIE73396,3006,3389
JAVIE73396,3086,2999
JAVIE73396,3513,2713
JAVIE73396,4157,524
JAVIE73396,4850,3425
JAVIE73396,1247,1625
JAVIE73396,4604,2363
JAVIE73396,9595,2915
JAVIE73396,4309,3060
JAVIE73396,9011,662
JAVIE73396,6595,1279
JAVIE73396,8926,2248
JAVIE73396,9021,52
JAVIE73396,4197,1239
JAVIE73396,2820,885
JAVIE73396,8036,1721
JAVIE73396,2967,352
JAVIE73396,7752,1317
JAVIE73396,1682,2106
JAVIE73396,4546,3505
JAVIE73396,2242,2092
JAVIE73396,8338,2115
JAVIE73396,2648,2023
JAVIE73396,1895,2405
JAVIE73396,5591,2921
JAVIE73396,4053,1934
JAVIE73396,9336,2695
JAVIE73396,5720,3084
JAVIE73396,3886,465
JAVIE73396,3972,2625
JAVIE73396,3212,1621
JAVIE73396,3645,2499
JAVIE73396,9794,688
JAVIE73396,1276,3331
JAVIE73396,9039,11
JAVIE73396,8109,3267
JAVIE73396,2254,77
JAVIE73396,9800,1500
JAVIE73396,8117,265
JAVIE73396,8195,2542
JAVIE73396,5524,3317
JAVIE73396,9444,1958
JAVIE73396,9394,1106
JAVIE73396,8516,1068
JAVIE73396,2399,691
JAVIE73396,2598,2449
JAVIE73396,9924,3373
JAVIE73396,5310,190
JAVIE73396,6088,893
JAVIE73396,5913,2808
JAVIE73396,2375,138
JAVIE73396,8149,2927
JAVIE73396,2623,2037
JAVIE73396,1071,537
JAVIE73396,7468,1018
JAVIE73396,8120,1294
JAVIE73396,2085,2463
JAVIE73396,9054,1962
JAVIE73396,6282,3572
JAVIE73396,8791,1460
JAVIE73396,8698,3327
JAVIE73396,1458,1357
JAVIE73396,4939,944
JAVIE73396,8492,3312
JAVIE73396,2325,2794
JAVIE73396,8307,3339
JAVIE73396,3061,2516
JAVIE73396,1856,404
JAVIE73396,7760,1319
JAVIE73396,5382,1660
JAVIE73396,2534,2913
JAVIE73396,9700,1598
JAVIE73396,9518,1181
JAVIE73396,6024,1303
JAVIE73396,3626,2540
JAVIE73396,8167,1413
JAVIE73396,7707,3508
JAVIE73396,9367,2252
JAVIE73396,1553,1450
JAVIE73396,7379,2442
JAVIE73396,2668,2838
JAVIE73396,7451,3232
JAVIE73396,8351,2167
JAVIE73396,1635,97
JAVIE73396,1643,170
JAVIE73396,1934,857
JAVIE73396,3084,43
JAVIE73396,2925,108
JAVIE73396,6169,1741
JAVIE73396,3379,1484
JAVIE73396,7655,2793
JAVIE73396,6675,2551
JAVIE73396,2065,2261
JAVIE73396,5437,688
JAVIE73396,6182,28
JAVIE73396,1259,1356
JAVIE73396,2792,1290
JAVIE73396,5123,287
JAVIE73396,2330,2896
JAVIE73396,8277,1532
JAVIE73396,8402,2876
JAVIE73396,1578,3115
JAVIE73396,2178,2314
JAVIE73396,4020,776
JAVIE73396,8499,3228
JAVIE73396,8623,1957
JAVIE73396,7539,2972
JAVIE73396,8967,425
JAVIE73396,6327,2479
JAVIE73396,4817,2326
JAVIE73396,2143,538
JAVIE73396,3052,2378
JAVIE73396,7404,1210
JAVIE73396,4506,1869
JAVIE73396,5485,3077
JAVIE73396,4843,564
JAVIE73396,8221,1279
JAVIE73396,1848,2127
JAVIE73396,2525,1833
JAVIE73396,4744,3031
JAVIE73396,6823,700
JAVIE73396,4834,2305
JAVIE73396,8303,1100
JAVIE73396,5804,2684
JAVIE73396,8934,1337
JAVIE73396,5732,299
JAVIE73396,9978,1228
JAVIE73396,7037,1011
JAVIE73396,6553,2632
JAVIE73396,5237,3375
JAVIE73396,3046,501
JAVIE73396,7213,3548
JAVIE73396,3668,497
JAVIE73396,8780,469
JAVIE73396,4695,1579
JAVIE73396,3064,3359
JAVIE73396,1741,1866
JAVIE73396,3462,1864
JAVIE73396,5724,1488
JAVIE73396,7818,854
JAVIE73396,2970,2130
JAVIE73396,4813,2726
JAVIE73396,5981,2974
JAVIE73396,9147,3579
JAVIE73396,7632,2562
JAVIE73396,9291,671
JEREMIA9762,3191,1394
JEREMIA9762,9118,612
JEREMIA9762,2310,1368
JEREMIA9762,1145,1568
JEREMIA9762,1819,2608
JEREMIA9762,7139,215
JEREMIA9762,2036,1739
JEREMIA9762,5365,1632
JEREMIA9762,8686,561
JEREMIA9762,4835,1718
JEREMIA9762,8622,2938
JEREMIA9762,1063,877
JEREMIA9762,6910,204
JEREMIA9762,7288,2141
JEREMIA9762,7830,1821
JEREMIA9762,3288,2917
JEREMIA9762,9483,1721
JEREMIA9762,5269,2775
JEREMIA9762,3613,1057
JEREMIA9762,4276,2913
JEREMIA9762,9141,272
JEREMIA9762,1414,1657
JEREMIA9762,3006,2676
JEREMIA9762,3086,566
JEREMIA9762,3513,1315
JEREMIA9762,4157,3148
JEREMIA9762,4850,2076
JEREMIA9762,1247,1395
JEREMIA9762,4604,204
JEREMIA9762,9595,3043
JEREMIA9762,4309,2170
JEREMIA9762,9011,102
JEREMIA9762,6595,2424
JEREMIA9762,8926,385
JEREMIA9762,9021,649
JEREMIA9762,4197,309
JEREMIA9762,2820,300
JEREMIA9762,8036,2476
JEREMIA9762,2967,1323
JEREMIA9762,7752,1299
JEREMIA9762,1682,3556
JEREMIA9762,4546,1513
JEREMIA9762,2242,406
JEREMIA9762,8338,56
JEREMIA9762,2648,1966
JEREMIA9762,1895,879
JEREMIA9762,5591,1128
JEREMIA9762,4053,3238
JEREMIA9762,9336,2123
JEREMIA9762,5720,2632
JEREMIA9762,3886,2500
JEREMIA9762,3972,2281
JEREMIA9762,3212,3551
JEREMIA9762,3645,896
JEREMIA9762,9794,1359
JEREMIA9762,1276,3482
JEREMIA9762,9039,486
JEREMIA9762,8109,3419
JEREMIA9762,2254,396
JEREMIA9762,9800,3077
JEREMIA9762,8117,3247
JEREMIA9762,8195,1521
JEREMIA9762,5524,187
JEREMIA9762,9444,1799
JEREMIA9762,9394,3124
JEREMIA9762,8516,1173
JEREMIA9762,2399,780
JEREMIA9762,2598,949
JEREMIA9762,9924,283
JEREMIA9762,5310,881
JEREMIA9762,6088,1709
JEREMIA9762,5913,1349
JEREMIA9762,2375,1017
JEREMIA9762,8149,2416
JEREMIA9762,2623,3402
JEREMIA9762,1071,215
JEREMIA9762,7468,3028
JEREMIA9762,8120,1286
JEREMIA9762,2085,296
JEREMIA9762,9054,2615
JEREMIA9762,6282,1189
JEREMIA9762,8791,2669
JEREMIA9762,8698,1021
JEREMIA9762,1458,2313
JEREMIA9762,4939,3192
JEREMIA9762,8492,1893
JEREMIA9762,2325,787
JEREMIA9762,8307,1757
JEREMIA9762,3061,1263
JEREMIA9762,1856,56
JEREMIA9762,7760,2082
JEREMIA9762,5382,2848
JEREMIA9762,2534,2603
JEREMIA9762,9700,687
JEREMIA9762,9518,771
JEREMIA9762,6024,1420
JEREMIA9762,3626,1184
JEREMIA9762,8167,307
JEREMIA9762,7707,3387
JEREMIA9762,9367,1202
JEREMIA9762,1553,2690
JEREMIA9762,7379,2924
JEREMIA9762,2668,3505
JEREMIA9762,7451,651
JEREMIA9762,8351,65
JEREMIA9762,1635,1370
JEREMIA9762,1643,639
JEREMIA9762,1934,450
JEREMIA9762,3084,607
JEREMIA9762,2925,2754
JEREMIA9762,6169,847
JEREMIA9762,3379,2389
JEREMIA9762,7655,1423
JEREMIA9762,6675,2068
JEREMIA9762,2065,881
JEREMIA9762,5437,2881
JEREMIA9762,6182,1355
JEREMIA9762,1259,14
JEREMIA9762,2792,339
JEREMIA9762,5123,1615
JEREMIA9762,2330,575
JEREMIA9762,8277,1456
JEREMIA9762,8402,106
JEREMIA9762,1578,2901
JEREMIA9762,2178,1375
JEREMIA9762,4020,3366
JEREMIA9762,8499,118
JEREMIA9762,8623,3194
JEREMIA9762,7539,247
JEREMIA9762,8967,245
JEREMIA9762,6327,561
JEREMIA9762,4817,1989
JEREMIA9762,2143,765
JEREMIA9762,3052,3067
JEREMIA9762,7404,1715
JEREMIA9762,4506,1883
JEREMIA9762,5485,2392
JEREMIA9762,4843,3344
JEREMIA9762,8221,687
JEREMIA9762,1848,3144
JEREMIA9762,2525,1591
JEREMIA9762,4744,3142
JEREMIA9762,6823,589
JEREMIA9762,4834,2359
JEREMIA9762,8303,802
JEREMIA9762,5804,3019
JEREMIA9762,8934,3408
JEREMIA9762,5732,67
JEREMIA9762,9978,2894
JEREMIA9762,7037,2246
JEREMIA9762,6553,3223
JEREMIA9762,5237,855
JEREMIA9762,3046,2901
JEREMIA9762,7213,3361
JEREMIA9762,3668,3540
JEREMIA9762,8780,1048
JEREMIA9762,4695,2132
JEREMIA9762,3064,1528
JEREMIA9762,1741,633
JEREMIA9762,3462,1257
JEREMIA9762,5724,3537
JEREMIA9762,7818,2946
JEREMIA9762,2970,1416
JEREMIA9762,4813,1122
JEREMIA9762,5981,336
JEREMIA9762,9147,3220
JEREMIA9762,7632,1503
JEREMIA9762,9291,822
JOE2519,3191,2770
JOE2519,9118,1315
JOE2519,2310,667
JOE2519,1145,2517
JOE2519,1819,3052
JOE2519,7139,70
JOE2519,2036,61
JOE2519,5365,1956
JOE2519,8686,1251
JOE2519,4835,625
JOE2519,8622,1972
JOE2519,1063,1448
JOE2519,6910,603
JOE2519,7288,1224
JOE2519,7830,2937
JOE2519,3288,2933
JOE2519,9483,1614
JOE2519,5269,2376
JOE2519,3613,3312
JOE2519,4276,1461
JOE2519,9141,2656
JOE2519,1414,3538
JOE2519,3006,75
JOE2519,3086,246
JOE2519,3513,1833
JOE2519,4157,2655
JOE2519,4850,2147
JOE2519,1247,1334
JOE2519,4604,3280
JOE2519,9595,1839
JOE2519,4309,936
JOE2519,9011,2896
JOE2519,6595,2956
JOE2519,8926,1990
JOE2519,9021,2179
JOE2519,4197,44
JOE2519,2820,3125
JOE2519,8036,1995
JOE2519,2967,334
JOE2519,7752,199
JOE2519,1682,2049
JOE2519,4546,87
JOE2519,2242,2438
JOE2519,8338,1337
JOE2519,2648,1651
JOE2519,1895,1851
JOE2519,5591,3261
JOE2519,4053,3126
JOE2519,9336,1466
JOE2519,5720,1167
JOE2519,3886,1436
JOE2519,3972,3075
JOE2519,3212,208
JOE2519,3645,159
JOE2519,9794,1843
JOE2519,1276,2901
JOE2519,9039,1514
JOE2519,8109,2683
JOE2519,2254,305
JOE2519,9800,782
JOE2519,8117,1203
JOE2519,8195,2714
JOE2519,5524,1263
JOE2519,9444,2350
JOE2519,9394,718
JOE2519,8516,791
JOE2519,2399,1739
JOE2519,2598,1923
JOE2519,9924,934
JOE2519,5310,922
JOE2519,6088,969
JOE2519,5913,503
JOE2519,2375,614
JOE2519,8149,929
JOE2519,2623,2014
JOE2519,1071,97
JOE2519,7468,99
JOE2519,8120,3478
JOE2519,2085,140
JOE2519,9054,1381
JOE2519,6282,464
JOE2519,8791,1237
JOE2519,8698,3371
JOE2519,1458,1906
JOE2519,4939,1532
JOE2519,8492,1318
JOE2519,2325,3559
JOE2519,8307,401
JOE2519,3061,2738
JOE2519,1856,737
JOE2519,7760,2865
JOE2519,5382,609
JOE2519,2534,2893
JOE2519,9700,2631
JOE2519,9518,3194
JOE2519,6024,192
JOE2519,3626,2581
JOE2519,8167,1440
JOE2519,7707,3503
JOE2519,9367,163
JOE2519,1553,859
JOE2519,7379,354
JOE2519,2668,3107
JOE2519,7451,3082
JOE2519,8351,3338
JOE2519,1635,1513
JOE2519,1643,1123
JOE2519,1934,2244
JOE2519,3084,1038
JOE2519,2925,747
JOE2519,6169,570
JOE2519,3379,1774
JOE2519,7655,3290
JOE2519,6675,2659
JOE2519,2065,2311
JOE2519,5437,3535
JOE2519,6182,1328
JOE2519,1259,3535
JOE2519,2792,2572
JOE2519,5123,120
JOE2519,2330,3134
JOE2519,8277,2041
JOE2519,8402,819
JOE2519,1578,3113
JOE2519,2178,2284
JOE2519,4020,1395
JOE2519,8499,2454
JOE2519,8623,1037
JOE2519,7539,3379
JOE2519,8967,1476
JOE2519,6327,636
JOE2519,4817,2653
JOE2519,2143,1622
JOE2519,3052,211
JOE2519,7404,1887
JOE2519,4506,733
JOE2519,5485,3207
JOE2519,4843,162
JOE2519,8221,1587
JOE2519,1848,1443
JOE2519,2525,1607
JOE2519,4744,1791
JOE2519,6823,444
JOE2519,4834,1494
JOE2519,8303,147
JOE2519,5804,2559
JOE2519,8934,2705
JOE2519,5732,3391
JOE2519,9978,1840
JOE2519,7037,443
JOE2519,6553,528
JOE2519,5237,1999
JOE2519,3046,3118
JOE2519,7213,2393
JOE2519,3668,1157
JOE2519,8780,1021
JOE2519,4695,1040
JOE2519,3064,1184
JOE2519,1741,3233
JOE2519,3462,1526
JOE2519,5724,984
JOE2519,7818,3440
JOE2519,2970,1785
JOE2519,4813,1186
JOE2519,5981,3210
JOE2519,9147,2064
JOE2519,7632,603
JOE2519,9291,1037
JOE41634,3191,1668
JOE41634,9118,2958
JOE41634,2310,3596
JOE41634,1145,3558
JOE41634,1819,2770
JOE41634,7139,2554
JOE41634,2036,2885
JOE41634,5365,2114
JOE41634,8686,815
JOE41634,4835,2323
JOE41634,8622,1492
JOE41634,1063,2103
JOE41634,6910,2297
JOE41634,7288,3497
JOE41634,7830,1497
JOE41634,3288,571
JOE41634,9483,876
JOE41634,5269,2621
JOE41634,3613,865
JOE41634,4276,299
JOE41634,9141,3310
JOE41634,1414,1383
JOE41634,3006,2191
JOE41634,3086,2329
JOE41634,3513,1033
JOE41634,4157,11
JOE41634,4850,264
JOE41634,1247,2715
JOE41634,4604,9
JOE41634,9595,1692
JOE41634,4309,992
JOE41634,9011,1585
JOE41634,6595,3138
JOE41634,8926,2648
JOE41634,9021,1150
JOE41634,4197,1168
JOE41634,2820,3463
JOE41634,8036,2824
JOE41634,2967,1473
JOE41634,7752,1496
JOE41634,1682,639
JOE41634,4546,888
JOE41634,2242,3476
JOE41634,8338,2111
JOE41634,2648,2532
JOE41634,1895,534
JOE41634,5591,3587
JOE41634,4053,1051
JOE41634,9336,1526
JOE41634,5720,3553
JOE41634,3886,163
JOE41634,3972,1533
JOE41634,3212,3
JOE41634,3645,2306
JOE41634,9794,753
JOE41634,1276,3098
JOE41634,9039,3060
JOE41634,8109,1993
JOE41634,2254,2830
JOE41634,9800,1391
JOE41634,8117,671
JOE41634,8195,2114
JOE41634,5524,2768
JOE41634,9444,3
JOE41634,9394,1160
JOE41634,8516,728
JOE41634,2399,3041
JOE41634,2598,687
JOE41634,9924,216
JOE41634,5310,3225
JOE41634,6088,2210
JOE41634,5913,2779
JOE41634,2375,2657
JOE41634,8149,312
JOE41634,2623,3004
JOE41634,1071,1682
JOE41634,7468,2767
JOE41634,8120,2532
JOE41634,2085,2584
JOE41634,9054,120
JOE41634,6282,1595
JOE41634,8791,2380
JOE41634,8698,2274
JOE41634,1458,2891
JOE41634,4939,2095
JOE41634,8492,2475
JOE41634,2325,1225
JOE41634,8307,2503
JOE41634,3061,921
JOE41634,1856,2323
JOE41634,7760,2018
JOE41634,5382,492
JOE41634,2534,2226
JOE41634,9700,3282
JOE41634,9518,285
JOE41634,6024,437
JOE41634,3626,1992
JOE41634,8167,2822
JOE41634,7707,1176
JOE41634,9367,1842
JOE41634,1553,1695
JOE41634,7379,2863
JOE41634,2668,130
JOE41634,7451,1788
JOE41634,8351,3024
JOE41634,1635,3348
JOE41634,1643,553
JOE41634,1934,3325
JOE41634,3084,1793
JOE41634,2925,1186
JOE41634,6169,1035
JOE41634,3379,1214
JOE41634,7655,2947
JOE41634,6675,1788
JOE41634,2065,802
JOE41634,5437,1695
JOE41634,6182,3496
JOE41634,1259,2169
JOE41634,2792,3410
JOE41634,5123,3171
JOE41634,2330,2271
JOE41634,8277,2040
JOE41634,8402,2192
JOE41634,1578,2328
JOE41634,2178,631
JOE41634,4020,2398
JOE41634,8499,2787
JOE41634,8623,445
JOE41634,7539,937
JOE41634,8967,2762
JOE41634,6327,3031
JOE41634,4817,1174
JOE41634,2143,1154
JOE41634,3052,134
JOE41634,7404,617
JOE41634,4506,63
JOE41634,5485,2989
JOE41634,4843,2109
JOE41634,8221,3112
JOE41634,1848,325
JOE41634,2525,1964
JOE41634,4744,423
JOE41634,6823,2224
JOE41634,4834,2075
JOE41634,8303,1479
JOE41634,5804,2889
JOE41634,8934,2085
JOE41634,5732,46
JOE41634,9978,3407
JOE41634,7037,2209
JOE41634,6553,2789
JOE41634,5237,3180
JOE41634,3046,1389
JOE41634,7213,3548
JOE41634,3668,3451
JOE41634,8780,3082
JOE41634,4695,639
JOE41634,3064,2034
JOE41634,1741,2579
JOE41634,3462,2276
JOE41634,5724,2311
JOE41634,7818,291
JOE41634,2970,345
JOE41634,4813,2606
JOE41634,5981,552
JOE41634,9147,1784
JOE41634,7632,988
JOE41634,9291,2527
JOSHU71,3191,1093
JOSHU71,9118,1908
JOSHU71,2310,1504
JOSHU71,1145,3422
JOSHU71,1819,1891
JOSHU71,7139,3343
JOSHU71,2036,1620
JOSHU71,5365,3252
JOSHU71,8686,1388
JOSHU71,4835,735
JOSHU71,8622,2412
JOSHU71,1063,1591
JOSHU71,6910,2793
JOSHU71,7288,1030
JOSHU71,7830,2434
JOSHU71,3288,2592
JOSHU71,9483,222
JOSHU71,5269,1781
JOSHU71,3613,1410
JOSHU71,4276,548
JOSHU71,9141,1601
JOSHU71,1414,2635
JOSHU71,3006,2404
JOSHU71,3086,2021
JOSHU71,3513,1563
JOSHU71,4157,3049
JOSHU71,4850,236
JOSHU71,1247,473
JOSHU71,4604,376
JOSHU71,9595,3115
JOSHU71,4309,564
JOSHU71,9011,2935
JOSHU71,6595,344
JOSHU71,8926,1595
JOSHU71,9021,616
JOSHU71,4197,1296
JOSHU71,2820,3119
JOSHU71,8036,2461
JOSHU71,2967,2512
JOSHU71,7752,706
JOSHU71,1682,2829
JOSHU71,4546,2134
JOSHU71,2242,886
JOSHU71,8338,1234
JOSHU71,2648,3404
JOSHU71,1895,2145
JOSHU71,5591,3336
JOSHU71,4053,1714
JOSHU71,9336,2825
JOSHU71,5720,76
JOSHU71,3886,199
JOSHU71,3972,915
